Gene	13_LV	13_RV	2004_LV	2004_RV	2006_LV	2006_RV	2027_LV	2027_RV	2029_LV	2029_RV	2031_LV	2031_RV	2033_LV	2033_RV	2034_LV	2034_RV	2040_LV	2040_RV	2043_LV	2043_RV	2045_LV	2045_RV	2047_LV	2047_RV	2048_LV	2048_RV	2052_LV	2052_RV	3213_LV	3213_RV	3217_LV	3217_RV	5726_LV	5726_RV	5755_LV	5755_RV	5759_LV	5759_RV	5768_LV	5768_RV	5801_LV	5801_RV	5803_LV	5803_RV	5806_LV	5806_RV	5807_LV	5807_RV	5809_LV	5809_RV	5810_LV	5810_RV	5813_LV	5813_RV	5814_LV	5814_RV	5819_LV	5819_RV	5822_LV	5822_RV	5823_LV	5823_RV	5825_LV	5825_RV
Gm18853	11.796144	10.853807	13.460686	20.191326	13.058543	11.800804	9.696077	12.73284	11.200627	4.31847	10.405942	7.703642	16.91441	13.233649	5.387698	6.917465	9.096933	16.362441	21.014301	10.839887	23.90589	12.086187	20.88789	12.727659	39.902498	24.204583	30.201614	26.11919	18.391626	16.939071	14.403685	7.953011	7.127913	7.063599	5.289851	7.349386	12.021992	20.343355	17.389905	6.049938	23.398821	6.321766	11.765204	21.274454	9.229815	8.665581	14.616857	9.795402	20.055381	19.161419	26.322224	17.001621	4.411901	16.355382	11.573486	11.367868	4.091982	13.813032	10.407019	7.128918	9.994532	6.732231	12.512354	7.390566
Gm18856	0	0	0	0	0	0	0	0.257967	0	0	0	0	0.069553	0.084199	0	0	0	0	0	0	0	0.124747	0	0	0	0	0	0	0	0	0	0	0	0	0.11912	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150088	0	0	0	0	0	0	0	0.056535	0	0	0	0	0	0	0
Gm18859	0	0	0	0	0	0	0.102565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392873	0	0	0	0	0	0	0	0.099818	0	0.099504	0.102719	0.102855	0	0	0	0.099648	0	0	0	0	0	0	0	0	0	0.341395	0.19191	0	0.176418	0.116989	0	0.101181	0.112544	0	0
Gm18875	0	0	0	0	0	0	0	0	0	0	0	0.122891	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253913	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116912	0	0	0	0.141602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109089	0.210272	0	0	0
Gm18889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09895	0
Gm18953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.476674	0
Gm18969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.389876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18981	2.275903	6.006349	3.90217	8.691399	4.188621	6.207717	2.809725	5.928694	2.737818	3.092601	3.548439	6.386359	6.675293	3.848741	3.344812	2.623398	5.462144	10.572205	5.821865	3.742283	2.565904	2.605443	5.730823	3.964903	7.775202	2.417507	4.521745	8.142774	6.282102	5.975061	5.712351	3.856394	5.801174	2.246008	4.45958	2.983112	2.955556	5.035957	4.140761	2.739834	3.083858	4.902163	4.664876	9.782051	2.862716	2.333271	4.692831	2.582759	8.173972	3.871877	5.7573	3.445807	2.73196	6.700552	1.921161	2.754192	4.058782	6.129382	3.087823	2.635624	2.095381	5.428444	3.89541	4.594248
Gm19013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058701	0	0	0	0.203982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425286
Gm19049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19087	0	0	0	0	0.158124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114081	0	0	0	0	0	0	0	0	0	0	0	0	0.102821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19261	0	0	0	0	0	0.28805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246754	0	0	0	0.819983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.953925	0	0	0	0
Gm19272	0	0	0	0	0	0	0	0	0	0	0	0.06723	0	0	0	0	0	0.100756	0	0	0	0.063445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156873	0	0	0	0	0
Gm19280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040936	0
Gm19325	0.566001	1.060477	0.625906	0.518511	1.884429	1.458804	0.791333	0.708735	0.85359	0.985364	0.553971	0.411812	0.854215	0.50195	0.369181	0.491254	0.564241	0.85401	0.787339	0.426699	0.721467	1.005338	0.764443	0.119887	0.673529	0.678882	0.686254	0.633177	1.39314	1.203537	0.9035	0.377784	0.42424	0.604361	0.553046	0.485403	0.572331	1.305893	0.633189	0.676926	0.973087	0.384494	0.034867	0.776695	0.736051	0.736018	0.595985	0.707679	0.82853	0.685256	0.593824	0.674062	0.373263	1.011742	0.346187	0.350752	0.601165	0.775144	0.761206	1.159391	0.492233	0.720214	0.849541	0.489539
Gm19345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204336	0	0	0	0	0.380655	0	0	0	0	0	0	0	0	0	0
Gm19353	2.119397	2.96795	0.975173	1.852893	2.503344	3.240476	2.249348	3.886911	1.622902	1.016055	0.652476	2.238917	2.162016	0.767674	4.413362	2.367813	0.393355	4.261855	2.017367	0.823476	4.460107	3.02906	3.141917	3.605463	2.827007	4.546487	5.460524	2.308984	6.782033	5.147236	3.188205	2.317687	4.060261	1.785047	1.16137	2.177755	1.757396	1.499588	3.048227	0	2.157315	3.505161	1.166728	3.740602	1.526704	2.233643	1.646879	0.9433	4.273359	0.445885	2.31353	3.734098	5.030112	3.000111	0.759546	3.429477	0.240492	2.931194	2.456633	0.335931	2.578556	6.125358	0.875589	2.57077
Gm19402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19412	0.140486	0	0.473815	0.223406	0	1.301134	0	0.126565	0	0.140924	0	0.139595	0.586188	0	0	0.275484	0.316829	0.547042	0	1.64493	0	0.36056	0	0	0.55827	0.638839	0	0.786206	0.168724	0	0	2.125516	0.77732	0	0	0	0	0	0.13297	0	0	0	0	1.39277	0.133823	0.320918	0	0	0	0	1.236284	0.141666	0	0	0	0.279481	0.333316	0	0.158403	0	0	0	0	0
Gm19426	0.219162	2.340883	0.211454	0.893887	2.429412	0.55561	0.631955	0.19583	0	0	0.198448	1.135655	0.880223	0.274295	0.176357	0	0.246969	0.274013	0	0.253943	0.904462	0	0.871173	0	0.984296	0	0.253864	0.922173	1.001369	0.623199	0.499211	0.339808	0	0.212934	0.330814	0	0.197083	0.71261	0	0.225147	0.430737	0	0.89925	0	0.20852	0.76566	0.268541	0.338749	0.6697	1.556657	0	0	0.811162	0.825151	0	1.317567	0.33997	0.1913	0	0	0	0.760604	0.190551	0.741378
Gm19427	0	1.093162	0	2.570685	0	8.065588	2.123824	0	0	0	0	0	0	3.45989	0	1.760216	2.489835	1.461633	1.467921	1.322617	0	0	2.828896	1.122653	0	0	3.452875	6.403845	0	0	3.721747	0	1.093505	1.897093	3.558092	0	4.561519	0	5.665628	0	1.288244	0	1.531426	0	0	0	0	0.861946	1.595582	2.929951	0	0	0	0	0	1.106071	0	0	1.460856	0	4.278056	1.282773	1.169879	0
Gm19459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19461	2.15639	5.864455	1.800866	4.171413	0.192687	0	2.321425	2.385274	2.712454	3.912096	3.138992	4.631986	3.964128	2.813546	2.3189	3.370727	1.99866	3.610344	2.863786	2.598732	2.24273	4.939548	3.642223	2.753604	2.402555	2.630517	1.719862	1.144037	0.893971	0.795768	0.45379	1.284352	1.895253	3.67241	3.719354	1.492794	1.717101	5.315475	4.572976	1.5265	1.522855	3.23912	4.186996	7.015377	2.026443	1.127726	1.75712	1.693724	3.866309	1.438556	9.160437	2.231411	2.829371	3.043773	1.422423	1.939811	3.228191	2.929878	2.105526	4.439446	2.771889	7.606634	2.270747	4.748703
Gm1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099816	0	0	0	0	0.109381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19518	0	0	0	0	0.077423	0	0	0.030554	0	0.031232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031243	0
Gm19541	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071561	0.030425	0	0	0	0	0.041007	0	0	0	0	0.045261	0	0	0	0	0	0	0	0	0	0	0	0.031133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033416	0	0	0	0	0	0.071149	0	0	0	0	0.03274	0
Gm19553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19557	0.162633	0.313482	0.512725	0.368607	0.57471	0.080644	0.69226	0.323713	0.451174	0.347427	0.18931	0.411152	0.48132	0.132115	0.212497	0.150531	0.221934	0.356084	0.535278	0.047553	0.502664	0.258123	0.260855	0.201624	1.387774	0.312912	0.272114	0.204096	0.255675	0.287494	0.145085	0.688138	0.41105	0.431406	0.862138	0.198936	0.264549	0.115881	0.397936	0.118313	0.380029	0.284014	0.226825	0.377059	0.3928	0.133077	0.46778	0.383689	0.636804	0.697078	1.108754	0	0.336265	0.360326	0.253848	0.278158	0.244159	0.38608	0.14602	0.116175	0	0.282451	0.225351	0.572989
Gm19560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19569	0	0	0	0	0.096667	0.303596	0	0	0	0	0	0	0	0	0	0.275717	0	0	0	0	0	0	0.084528	0	0	0	0.124071	0.061623	0	0	0	0.200025	0.06954	0	0	0	0	0	0.071515	0	0	0	0.093692	0.094099	0	0.082963	0.164	0	0	0	0	0.152831	0.137167	0	0	0	0	0	0	0	0.141413	0	0	0
Gm19582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278435	0	0	0	0	0	0	0	0	0	0.107996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19585	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19587	0	0	0	0	0	0	0	0	0	0	0	0	0.45206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19589	0	0	0	0.037502	0	0	0	0	0	0.039412	0	0.168172	0	0	0.037027	0	0	0	0	0.104655	0	0.07583	0	0	0	0	0	0	0	0	0	0	0.039304	0.035098	0	0	0	0	0.081886	0.082477	0	0	0	0.195609	0.040207	0.045772	0	0	0.047179	0	0	0	0	0	0.031804	0	0	0	0	0	0	0	0	0.046474
Gm19637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181254	0	0	0
Gm19641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1965	0	0	0	0	0	0	0.122824	0	0	0	0	0.062712	0.067254	0.133992	0	0	0	0	0.077313	0	0	0	0	0	0	0	0.049737	0.16847	0	0.152515	0	0	0.060935	0	0.055035	0.053852	0.119497	0	0.387627	0.062659	0	0	0	0.073841	0	0.139721	0	0.103305	0	0.163405	0	0	0	0.163144	0	0	0	0	0	0.182771	0	0	0.060598	0
Gm1966	1.044129	1.055376	1.269266	2.350541	9.786732	8.894795	1.383581	1.88908	1.442144	1.537445	1.138117	1.136706	3.324124	2.360365	0.955504	0.903694	1.083934	1.959708	2.743604	2.038425	1.672732	1.563324	2.986889	1.912958	7.484048	5.924857	3.493167	7.196949	14.071338	7.257656	6.112178	10.594026	1.3802	0.868557	1.26097	1.287815	1.968819	1.94559	2.133676	2.065185	2.298625	1.243148	1.560786	3.933557	1.313389	1.153987	3.437646	2.556254	4.16146	2.876786	4.342717	3.024852	1.279316	2.086591	1.622416	2.150086	1.03431	1.619485	2.268862	1.752084	1.006596	1.337629	1.212718	1.497664
Gm19667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19684	0.222833	0.117983	0.20756	0.349394	0	0.769538	0.209092	0.246382	0.457435	0.213587	0.069878	0.135136	0.46616	0.620367	0.320677	0.141478	0	1.508222	0.171166	0.697318	0.547863	0.246114	0.440037	0.347349	1.050563	0.236761	1.337364	0.590122	0	0	0.353586	0.802216	0.13429	0.172859	0.229388	0.418368	0.944637	0.82078	0.728947	0.496353	0.349801	0.930017	0.300622	0	0.696695	0.330444	0.741881	0.747073	0.73855	0.28352	1.47023	0.654927	0.069262	0.252037	0.915163	0.20188	0.233242	0.124409	0.173264	0.207726	0.379163	0	0.39374	0.07824
Gm19705	0.396058	0	0.564649	0	2.066321	2.311662	0	1.624372	1.455101	0.331842	0.368437	0	0	0	0	0	0.846088	0	0.239247	0	0	0	1.761922	0.209779	0	0.788645	0.505566	0.78523	1.174807	1.468732	2.479383	1.117001	0.673246	0	0.315713	0.602663	0	1.021558	0.591564	1.000279	0.765559	0.649537	0.379572	0	0.19041	0.708436	0	0.271537	0.760325	1.069695	0	1.159761	0.71457	0.453139	0.328704	0.371947	0.306152	0.835965	0	0.356034	0	0.417763	0.686717	0.77723
Gm1972	0	0	0.199842	0	0	0.105602	0.190107	0	0	0	0	0	0	0	0	0	0	0.154033	0	0	0.119731	0	0	0	0	0	0.083331	0	0	0.134709	0	0	0	0.318195	0	0.086979	0.095797	0	0	0.435182	0	0.200924	0	0	0.101411	0.234824	0.229001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19744	0.076935	0	0	0.052279	0.146181	2.758963	0.178627	0.032531	0.314688	0.069604	0	0	0	0.034266	0	0.227143	0	0.354408	0.327829	0.037818	0.131001	0.054046	0.029918	0.162906	0.17722	0	0.434014	0.022547	0	3.3687	0.046194	0.288322	0.077734	0	0	0	0.13951	0.233386	0.448183	0.032755	0	0.077695	0	0.094591	0	0.179481	0	0.664999	0.294739	0.673975	0.033573	0.101958	0.050497	0.067072	0	0.313229	0.179853	0	0	0	0.111202	2.071655	0.41856	0.028869
Gm1976	0	0.503517	0	0	0	0	0.971275	0	0.474282	0	0	0	1.368494	0	1.55445	0	0	0	0	1.616897	0.527386	0	0.636631	2.411696	1.905307	0	0.859799	0	0.415862	0	0	0.778203	0.650388	0	0.471468	1.022424	0	1.208489	1.136138	0	0	0	0.397658	0	0	0.801024	1.027984	0.432053	0	0	0	0	0.209625	0	0	1.246398	0.235582	0	0	0	0	0	0	1.272623
Gm19774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.072347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1979	0	0	0	0	0	0	0	0.154353	0	0.054009	0	0.062449	0.202783	0.248048	0	0	0	0	0	0.152434	0.06674	0	0	0	0.221654	0	0	0	0	0	0	0	0.113253	0.581247	0	0.061351	0.050416	0	0	0.365731	0	0	0.204235	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118972	0	0	0	0	0	0.211166	0
Gm19791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1980	0.124485	0	0	0	0	0.385029	0	0.120552	0	0	0	0.135412	0	0	0	0	0.284409	0	0.157111	0	0.141001	0	0.437831	0	0	0.113864	0	0	0	0	0	0	0	0	0	0.103145	0	0	0.118243	0	0.135016	0	0	0	0.12703	0	0	0	0	0	0	0.299055	0.241334	0	0	0	0	0	0	0.27443	0	0	0	0.134874
Gm19807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145311	0	0	0	0	0	0	0.272856	0	0	0	0	0	0	0	0	0.149809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136422	0	0	0	0	0	0
Gm19872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08733	0	0	0	0	0	0.033929	0	0	0	0	0	0	0	0
Gm1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
